Dia,Tienda,Clave Producto,Producto,Piezas,Ventas Monto,Existencias,Inventario Monto
2016/09/06,173 GALERIAS SERDAN,11956020370,BGM HEDBANZ ACTUALO,0,0,7,2723
2016/09/06,149 LEÒN PLAZA MAYOR,11956027389,PAW SET CACHORROS METALICOS,0,0,13,16107
2016/09/06,172 GALERIAS MAZATLAN,11956024265,PAW FIGURA CACHORROS TRANSFORMABLES,0,0,12,2508
2016/09/06,148 GRAN PLAZA MERIDA,11956028583,AGB FIG ACCION LUJO SONIDO,0,0,5,2045
2016/09/06,171 TECAMACHALCO,11956025003,KNS SET DE JUEGO KINETIC SAND 500 G,0,0,11,5489
2016/09/06,148 GRAN PLAZA MERIDA,11956020370,BGM HEDBANZ ACTUALO,0,0,9,3501
2016/09/06,170 METROPOLI PATRIOTISMO,11956026569,BGM VASOS LOCOS,0,0,5,2095
2016/09/06,147 MONTEJO,11956022663,MASCARA DE TORTUGA NINJA,0,0,0,0
2016/09/06,169 GALERIAS CAMPECHE,11956027345,DGB DIGIOWL INDIVIDUAL,0,0,12,3108
2016/09/06,146 ALTABRISA TABASCO,11956024346,TMNT FIGURA BASICAS 5 TEMPORADA 2014 24PK,0,0,12,2868
2016/09/06,168 OAXACA,11956028021,PPG PYS MINI ACTION PLAYSET AST MML4PK,0,0,8,3272
2016/09/06,145 XALAPA LAS ANIMAS,11956026202,PAW INX COCHE RUBBLE,0,0,1,349
2016/09/06,167 TECNOLOGICO METEPEC,11956031037,SFP SET MAX Y SNOWBALL VINIL,0,0,16,4944
2016/09/06,144 XALAPA LAS AMERICAS,11956026693,KNS KINETIC SAND MARIPOSA VOLCAN,0,0,0,0
2016/09/06,167 TECNOLOGICO METEPEC,11956024266,PAW VEHICULO BASICO,0,0,44,17556
2016/09/06,143 CORDOBA,11956027969,KNS KINETIC SAND SET PAW PATROL,0,0,2,998
2016/09/06,166 PLAZA CRYSTAL,11956026202,PAW INX COCHE RUBBLE,0,0,0,0
2016/09/06,142 URUAPAN AGORA,11956028640,KNS BLD KINETIC BUILD SET DE JUEGO,0,0,7,2653
2016/09/06,165 SAN JUAN DEL RIO,11956026754,FLYING FAIRY PRINCESA,0,0,2,1199
2016/09/06,142 URUAPAN AGORA,11956019660,TMNT MEGAFIGURAS DE BATALLA 11,0,0,5,3495
2016/09/06,164 LEON SUR,11956027989,SFP PELUCHE DE LUJO CON SONIDO,0,0,2,1858
2016/09/06,141 LAS AMERICAS BOCA DEL RIO,11956022445,DRAGONES DE PELUCHE SIN SONIDO,0,0,3,498
2016/09/06,163 ANTEA QUERETARO,11956028639,KNS BLD KINETIC BUILD BICOLOR 500 GRS,0,0,10,3190
2016/09/06,140 PALMAS,11956024350,DWD CHIMUELO GIGANTE 23,0,0,8,6632
2016/09/06,163 ANTEA QUERETARO,11956017872,BGM HEDBANZ  ADULTOS,0,0,17,7123
2016/09/06,139 GALERIAS ATIZAPAN,11956026466,KNS KINETIC SAND SET CONSTRUCCION HELADOS,0,0,5,1495
2016/09/06,162 PLAZA TLALNEPANTLA,11956020259,DWD DRAGONES DE ACCION,0,0,5,1845
2016/09/06,138 PLAZA VALLE ORIZABA,11956027388,TMT ARMAS DE BATALLA CON SONIDO,0,0,5,2645
2016/09/06,161 GALERIAS CELAYA,11956022493,MINI PELUCHES DRAGON DE 4,0,0,6,820
2016/09/06,137 ANDARES GUADALAJARA,11956028583,AGB FIG ACCION LUJO SONIDO,0,0,3,1227
2016/09/06,160 GALERIAS ZACATECAS,11956024607,DGB DIGIBIRD INDIVIDUAL,0,0,12,3108
2016/09/06,137 ANDARES GUADALAJARA,11956020276,DWD MINI DRAGONES,0,0,16,2224
2016/09/06,159 PATRIA,11956026410,KNS KINETIC SAND GEMAS PRECIOSAS,0,0,1,349
2016/09/06,136 PLAZA NEZA CD. JARDIN,11956024608,DGB JAULA PARA DIGIBIRD,0,0,16,6224
2016/09/06,158 RIO MAYO,11956027969,KNS KINETIC SAND SET PAW PATROL,0,0,9,4491
2016/09/06,135 SAN JERONIMO,11956026203,PAW INX COCHE CHASE,0,0,0,0
2016/09/06,158 RIO MAYO,11956017872,BGM HEDBANZ  ADULTOS,0,0,7,2933
2016/09/06,123 GALERIAS GUADALAJARA,11956031649,TMT MOV2 CAMION C FIGURA,0,0,2,2898
2016/09/06,134 POWER CENTER COACALCO,11956026569,BGM VASOS LOCOS,0,0,5,1950
2016/09/06,157 TOWN CENTER ROSARIO,11956019660,TMNT MEGAFIGURAS DE BATALLA 11,0,0,3,2097
2016/09/06,123 GALERIAS GUADALAJARA,11956023812,BGM TIBURON A LA VISTA,0,0,1,93
2016/09/06,133 ALTARIA AGUASCALIENTES,11956028574,AGB SPEEDSTERS,0,0,1,89
2016/09/06,156 TABASCO 2000,11956024269,PAW PELUCHE BASICO 8,0,0,16,4944
2016/09/06,121 OUTLET PUEBLA,11956024607,DGB DIGIBIRD INDIVIDUAL,0,0,11,2684
2016/09/06,133 ALTARIA AGUASCALIENTES,11956018010,BGM HEDBANZ NINOS,0,0,22,6798
2016/09/06,506 PRICE TOYS ARCO NORTE,11956024607,DGB DIGIBIRD INDIVIDUAL,0,0,12,2556
2016/09/06,155 PEDREGAL,11956026410,KNS KINETIC SAND GEMAS PRECIOSAS,0,0,10,3490
2016/09/06,121 OUTLET PUEBLA,11956018117,TELEFONO BUZZLIGHTYEAR,0,0,1,121.8
2016/09/06,132 LA CUSPIDE,11956022492,MINI PELUCHES DRAGON DE 8,0,0,2,389
2016/09/06,503 PRICE TOYS VALLEJO,11956026609,PAW CAMION PAW PATROLLER,0,0,18,32310
2016/09/06,154 ALTABRISA MERIDA,11956027870,DNG SET CON VIDA,0,0,3,1947
2016/09/06,120 PUEBLA 5 DE MAYO,11956028015,PPG 2 ACTION DOLL AST MML6PK,0,0,63,9387
2016/09/06,131 FORUM COATZACOALCOS,11956024269,PAW PELUCHE BASICO 8,0,0,11,3399
2016/09/06,501 CENTRO JUGUETERO,11956026555,BGM AVENTURAS PAW PATROL,0,0,17,4471
2016/09/06,153 TUXTLA,11956028579,AGB SET EXPLOSION CD PUERCOS,0,0,2,1318
2016/09/06,120 PUEBLA 5 DE MAYO,11956020370,BGM HEDBANZ ACTUALO,0,0,41,15949
2016/09/06,130 PLAZA PATRIA,11956024609,DGB DIGIBIRD TRIO,0,0,4,2836
2016/09/06,295 CEDIS JUGUETRON,11956019023,DIVERMOVIL,0,0,6,2214
2016/09/06,153 TUXTLA,11956020259,DWD DRAGONES DE ACCION,0,0,34,12546
2016/09/06,119 LERMA,11956023025,SPA DE MASCOTAS 2 5,0,0,2,1379
2016/09/06,129 CUERNAVACA SAN DIEGO,11956025222,KNS KIT DE PLAYA KINETIC SAND,0,0,1,289
2016/09/06,181 VISTA HERMOSA,11956027991,SFP FIG ACCION,0,0,22,3498
2016/09/06,152 SAN LUIS CARSO,11956024346,TMNT FIGURA BASICAS 5 TEMPORADA 2014 24PK,0,0,7,1673
2016/09/06,119 LERMA,11956015548,ZOOBLES LUZ MAGICA,0,0,7,1443
2016/09/06,128 PLAZA LAS AMERICAS,11956026624,PAW AVION,0,0,0,0
2016/09/06,180 JUGUETRON ONLINE,11956027321,PP RYDERS PAW PAD,0,0,6,1794
2016/09/06,151 VILLA HERMOSA LAS AMERICAS,11956026208,PAW CACHORROS TRANSFORMABLES JUMBO,0,0,2,1158
2016/09/06,118 TLALNEPANTLA,11956026221,KNS ACK KINETIC SAND DOG DINO AST MX MML4PK,0,0,1,270
2016/09/06,127 PREMIUM OUTLET,11956027969,KNS KINETIC SAND SET PAW PATROL,0,0,5,2250
2016/09/06,177 BERNARDO QUINTANA,11956027389,PAW SET CACHORROS METALICOS,0,0,10,12390
2016/09/06,150 SAN LUIS,11956026618,PAW CACHORROS DE RES CATE,0,0,8,2392
2016/09/06,117 TOLLIN CENTER,11956028541,PAW PELUCHE 10 NINO,0,0,5,2440
2016/09/06,127 PREMIUM OUTLET,11956019720,MI AMIGO SULLEY,0,0,4,2201
2016/09/06,117 TOLLIN CENTER,11956020259,DWD DRAGONES DE ACCION,0,0,10,3420
2016/09/06,126 GALERIAS CUERNAVACA,11956028760,TMT MOVIE 2 FIGURAS 11,0,0,1,699
2016/09/06,116 ANGELOPOLIS,11956026200,PAW INX BOLSA DE BLOQUES,0,0,3,1737
2016/09/06,126 GALERIAS CUERNAVACA,11956022663,MASCARA DE TORTUGA NINJA,0,0,2,498
2016/09/06,115 PERINORTE,11956027033,PAW CACHORROS AEREOS,0,0,4,1196
2016/09/06,125 LEON,11956024609,DGB DIGIBIRD TRIO,0,0,4,2836
2016/09/06,114 C. C. SANTA FE,11956027989,SFP PELUCHE DE LUJO CON SONIDO,0,0,5,4645
2016/09/06,124 GALERIAS PACHUCA,11956026428,VEHICULO DE LUXE CON FIGURA,0,0,1,599
2016/09/06,113 GALERIAS INSURGENTES,11956031037,SFP SET MAX Y SNOWBALL VINIL,0,0,0,0
2016/09/06,113 GALERIAS INSURGENTES,11956023350,TMT CAPARAZON DE TORTUGAS,0,0,2,1058
2016/09/06,112 GALERIAS COAPÁ,11956026203,PAW INX COCHE CHASE,0,0,5,1995
2016/09/06,110 PLAZA CIBELES IRAPUATO,11956027033,PAW CACHORROS AEREOS,0,0,9,2691
2016/09/06,109 PABELLON POLANCO,11956028699,PAW INX CAMION,0,0,2,1598
2016/09/06,109 PABELLON POLANCO,11956020276,DWD MINI DRAGONES,0,0,12,1668
2016/09/06,108 PLAZA LINDAVISTA,11956023814,BGM BIGOTAZO,0,0,5,1345
2016/09/06,108 PLAZA LINDAVISTA,11956016923,TECH DECK RAMPA PORTATIL RYAN SHECKLER,0,0,2,1118
2016/09/06,107 CENTRAL DE ABASTOS,11956026208,PAW CACHORROS TRANSFORMABLES JUMBO,0,0,2,1074
2016/09/06,106 REAL CENTER GUADALAJARA,11956028035,PPG PLH 8 BASIC PLUSH AST MML 8PK,0,0,16,4464
2016/09/06,105 GALERÍAS METEPEC,11956031649,TMT MOV2 CAMION C FIGURA,0,0,1,1449
2016/09/06,105 GALERÍAS METEPEC,11956023814,BGM BIGOTAZO,0,0,4,1076
2016/09/06,104 MUNDO E,11956025002,KNS KINETIC SAND NEON 170 G,0,0,1,149
2016/09/06,103 INSURGENTES,11956026724,MEC 5 MOD SAFARI,0,0,5,1995
2016/09/06,102 SAN COSME,11956028761,TMT MOV2 FIGURA 6,0,0,10,4190
2016/09/06,102 SAN COSME,11956020276,DWD MINI DRAGONES,0,0,8,1112
2016/09/06,176 VIA VALLEJO,11956028759,TMT MOV2 ARMAS,0,0,3,1257
2016/09/06,101 GALERÍAS QUERETARO,11956024269,PAW PELUCHE BASICO 8,0,0,48,14832
2016/09/06,175 GALERIAS TOLUCA,11956028759,TMT MOV2 ARMAS,0,0,4,1676
2016/09/06,137 ANDARES GUADALAJARA,11956020699,BGM HIJOS CONTRA PADRES,1,279,0,0
2016/09/06,174 GOURMETERIA,11956031649,TMT MOV2 CAMION C FIGURA,0,0,2,2898
2016/09/06,174 GOURMETERIA,11956020693,BATALLA DE LOS SEXOS,0,0,2,778
2016/09/06,173 GALERIAS SERDAN,11956024346,TMNT FIGURA BASICAS 5 TEMPORADA 2014 24PK,0,0,10,2390
2016/09/06,149 LEÒN PLAZA MAYOR,11956028590,DNG MEGA SET,0,0,4,2396
2016/09/06,172 GALERIAS MAZATLAN,11956026199,PAW INX CAJITA MARSHALL,0,0,0,0
2016/09/06,148 GRAN PLAZA MERIDA,11956033033,PAW INX VEHICULOS DELUXE,0,0,2,998
2016/09/06,171 TECAMACHALCO,11956026569,BGM VASOS LOCOS,0,0,5,2095
2016/09/06,148 GRAN PLAZA MERIDA,11956024266,PAW VEHICULO BASICO,0,0,7,2793
2016/09/06,170 METROPOLI PATRIOTISMO,11956027389,PAW SET CACHORROS METALICOS,0,0,3,3717
2016/09/06,147 MONTEJO,11956025002,KNS KINETIC SAND NEON 170 G,0,0,0,0
2016/09/06,169 GALERIAS CAMPECHE,11956028576,AGB ANGRY BIRDS DE VINIL,0,0,2,518
2016/09/06,146 ALTABRISA TABASCO,11956026203,PAW INX COCHE CHASE,0,0,0,0
2016/09/06,168 OAXACA,11956031037,SFP SET MAX Y SNOWBALL VINIL,0,0,11,3399
2016/09/06,145 XALAPA LAS ANIMAS,11956026693,KNS KINETIC SAND MARIPOSA VOLCAN,0,0,2,698
2016/09/06,168 OAXACA,11956022840,MIN CREEPER DE VINIL,0,0,2,764
2016/09/06,144 XALAPA LAS AMERICAS,11956027989,SFP PELUCHE DE LUJO CON SONIDO,0,0,7,6503
2016/09/06,167 TECNOLOGICO METEPEC,11956024976,MULTIMODEL 3 MODELS SET MML 8PK SP15,0,0,0,-144
2016/09/06,143 CORDOBA,11956029033,BGM RETO EN FAMILIA,0,0,4,1236
2016/09/06,166 PLAZA CRYSTAL,11956026618,PAW CACHORROS DE RES CATE,0,0,3,897
2016/09/06,143 CORDOBA,11956019660,TMNT MEGAFIGURAS DE BATALLA 11,0,0,2,1398
2016/09/06,165 SAN JUAN DEL RIO,11956027991,SFP FIG ACCION,0,0,4,636
2016/09/06,142 URUAPAN AGORA,11956024163,DWD DRAGON Y VIKINGO,0,0,10,3690
2016/09/06,164 LEON SUR,11956028761,TMT MOV2 FIGURA 6,0,0,7,2933
2016/09/06,141 LAS AMERICAS BOCA DEL RIO,11956024608,DGB JAULA PARA DIGIBIRD,0,0,11,4279
2016/09/06,164 LEON SUR,11956019459,TMNT FIGURAS DE 6  CON SONIDO,0,0,10,4090
2016/09/06,140 PALMAS,11956026202,PAW INX COCHE RUBBLE,0,0,5,1745
2016/09/06,163 ANTEA QUERETARO,11956024265,PAW FIGURA CACHORROS TRANSFORMABLES,0,0,11,2299
2016/09/06,139 GALERIAS ATIZAPAN,11956027256,DOG ZOOMER DALMATA 2 SURT,0,0,2,5398
2016/09/06,162 PLAZA TLALNEPANTLA,11956024479,PAW MINI FIGURAS,0,0,19,2071
2016/09/06,138 PLAZA VALLE ORIZABA,11956028590,DNG MEGA SET,0,0,4,2396
2016/09/06,161 GALERIAS CELAYA,11956024608,DGB JAULA PARA DIGIBIRD,0,0,5,1945
2016/09/06,137 ANDARES GUADALAJARA,11956031704,PAW VEHICULO BASICO TEMATICO,0,0,12,4788
2016/09/06,160 GALERIAS ZACATECAS,11956026423,TMT FIGURAS 6 LANZA Y ATACA,0,0,3,1227
2016/09/06,137 ANDARES GUADALAJARA,11956024269,PAW PELUCHE BASICO 8,0,0,46,14214
2016/09/06,159 PATRIA,11956027033,PAW CACHORROS AEREOS,0,0,7,2093
2016/09/06,136 PLAZA NEZA CD. JARDIN,11956026423,TMT FIGURAS 6 LANZA Y ATACA,0,0,1,409
2016/09/06,158 RIO MAYO,11956028699,PAW INX CAMION,0,0,0,0
2016/09/06,135 SAN JERONIMO,11956027114,PAW INX CAJITA RUBBLE,0,0,2,578
2016/09/06,158 RIO MAYO,11956023350,TMT CAPARAZON DE TORTUGAS,0,0,1,529
2016/09/06,124 GALERIAS PACHUCA,11956022445,DRAGONES DE PELUCHE SIN SONIDO,0,0,2,299
2016/09/06,134 POWER CENTER COACALCO,11956027927,DNG SET DE VIAJE,0,0,4,1440
2016/09/06,157 TOWN CENTER ROSARIO,11956024269,PAW PELUCHE BASICO 8,0,0,9,2781
2016/09/06,123 GALERIAS GUADALAJARA,11956025002,KNS KINETIC SAND NEON 170 G,0,0,0,0
2016/09/06,133 ALTARIA AGUASCALIENTES,11956031649,TMT MOV2 CAMION C FIGURA,0,0,0,0
2016/09/06,156 TABASCO 2000,11956026125,TMT MUTATIONS MEZCLA Y COMBINA,0,0,6,1434
2016/09/06,121 OUTLET PUEBLA,11956026269,DWD CHIMUELO CONTRA DRAGON CON ARMADURA,0,0,0,0
2016/09/06,133 ALTARIA AGUASCALIENTES,11956023812,BGM TIBURON A LA VISTA,0,0,4,1470
2016/09/06,506 PRICE TOYS ARCO NORTE,11956028759,TMT MOV2 ARMAS,0,0,16,5472
2016/09/06,155 PEDREGAL,11956026759,SC KIT DE TELAS JUMBO,0,0,1,259
2016/09/06,121 OUTLET PUEBLA,11956019660,TMNT MEGAFIGURAS DE BATALLA 11,0,0,1,654
2016/09/06,132 LA CUSPIDE,11956024607,DGB DIGIBIRD INDIVIDUAL,0,0,12,3108
2016/09/06,503 PRICE TOYS VALLEJO,11956031704,PAW VEHICULO BASICO TEMATICO,0,0,36,11700
2016/09/06,154 ALTABRISA MERIDA,11956028639,KNS BLD KINETIC BUILD BICOLOR 500 GRS,0,0,10,3190
2016/09/06,120 PUEBLA 5 DE MAYO,11956028699,PAW INX CAMION,0,0,4,3196
2016/09/06,131 FORUM COATZACOALCOS,11956026201,PAW INX TORRE,0,0,0,0
2016/09/06,501 CENTRO JUGUETERO,11956027926,DNG SET CREATIVO,0,0,60,11580
2016/09/06,153 TUXTLA,11956033740,PAW CACHORROS TRANSFORMABLES JUMBO ASST,0,0,12,6948
2016/09/06,120 PUEBLA 5 DE MAYO,11956024265,PAW FIGURA CACHORROS TRANSFORMABLES,0,0,80,16720
2016/09/06,130 PLAZA PATRIA,11956026462,TMT MEGA FIGURA 11 CLASICA CON VILLANO,0,0,1,659
2016/09/06,295 CEDIS JUGUETRON,11956024268,PP VEHICULO DE LUJO CON SONIDO,0,0,8,5352
2016/09/06,153 TUXTLA,11956024157,PELUCHE LANZABLE DE CHIMUELO,0,0,2,734
2016/09/06,119 LERMA,11956025003,KNS SET DE JUEGO KINETIC SAND 500 G,0,0,16,7200
2016/09/06,129 CUERNAVACA SAN DIEGO,11956026569,BGM VASOS LOCOS,0,0,5,2095
2016/09/06,182 ECATEPEC,11956023814,BGM BIGOTAZO,0,0,3,807
2016/09/06,152 SAN LUIS CARSO,11956026125,TMT MUTATIONS MEZCLA Y COMBINA,0,0,2,478
2016/09/06,119 LERMA,11956018044,LA LLAVE MAGICA,0,0,13,2863
2016/09/06,128 PLAZA LAS AMERICAS,11956027927,DNG SET DE VIAJE,0,0,11,4389
2016/09/06,180 JUGUETRON ONLINE,11956028577,AGB SET RESORTERA,0,0,4,1916
2016/09/06,151 VILLA HERMOSA LAS AMERICAS,11956026618,PAW CACHORROS DE RES CATE,0,0,6,1794
2016/09/06,118 TLALNEPANTLA,11956026693,KNS KINETIC SAND MARIPOSA VOLCAN,0,0,3,972
2016/09/06,127 PREMIUM OUTLET,11956028761,TMT MOV2 FIGURA 6,0,0,14,5460
2016/09/06,177 BERNARDO QUINTANA,11956028590,DNG MEGA SET,0,0,3,1797
2016/09/06,150 SAN LUIS,11956028021,PPG PYS MINI ACTION PLAYSET AST MML4PK,0,0,4,1636
2016/09/06,117 TOLLIN CENTER,11956031037,SFP SET MAX Y SNOWBALL VINIL,0,0,3,879
2016/09/06,127 PREMIUM OUTLET,11956020878,STORIO 2 HARDWARE,0,0,1,955
2016/09/06,117 TOLLIN CENTER,11956023812,BGM TIBURON A LA VISTA,0,0,2,552
2016/09/06,127 PREMIUM OUTLET,11956013251,PRN RFL PAPERONI 3D KIT AST MTL,0,0,43,6624
2016/09/06,116 ANGELOPOLIS,11956026609,PAW CAMION PAW PATROLLER,0,0,5,10895
2016/09/06,126 GALERIAS CUERNAVACA,11956024607,DGB DIGIBIRD INDIVIDUAL,0,0,20,5180
2016/09/06,115 PERINORTE,11956028021,PPG PYS MINI ACTION PLAYSET AST MML4PK,0,0,4,1636
2016/09/06,125 LEON,11956026423,TMT FIGURAS 6 LANZA Y ATACA,0,0,1,409
2016/09/06,114 C. C. SANTA FE,11956028760,TMT MOVIE 2 FIGURAS 11,0,0,0,0
2016/09/06,124 GALERIAS PACHUCA,11956027321,PP RYDERS PAW PAD,0,0,0,0
2016/09/06,114 C. C. SANTA FE,11956020699,BGM HIJOS CONTRA PADRES,0,0,11,3069
2016/09/06,113 GALERIAS INSURGENTES,11956024527,STF REPUESTOS DE ANIMALES Y ALIMENTOS,0,0,3,567
2016/09/06,112 GALERIAS COAPÁ,11956026759,SC KIT DE TELAS JUMBO,0,0,7,1813
2016/09/06,110 PLAZA CIBELES IRAPUATO,11956028541,PAW PELUCHE 10 NINO,0,0,12,6228
2016/09/06,110 PLAZA CIBELES IRAPUATO,11956019660,TMNT MEGAFIGURAS DE BATALLA 11,0,0,3,2097
2016/09/06,109 PABELLON POLANCO,11956024270,PAW FIGURA PILOTOS DE RES CATE,0,0,4,636
2016/09/06,108 PLAZA LINDAVISTA,11956026113,TMT MUTATIONS MASCOTA A TORTUGA NINJA,0,0,1,409
2016/09/06,108 PLAZA LINDAVISTA,11956018065,TOOTE AND GO LAPTOP,0,0,1,115.8
2016/09/06,107 CENTRAL DE ABASTOS,11956027114,PAW INX CAJITA RUBBLE,0,0,3,783
2016/09/06,106 REAL CENTER GUADALAJARA,11956031037,SFP SET MAX Y SNOWBALL VINIL,0,0,9,2781
2016/09/06,106 REAL CENTER GUADALAJARA,11956022492,MINI PELUCHES DRAGON DE 8,0,0,7,1684
2016/09/06,105 GALERÍAS METEPEC,11956024609,DGB DIGIBIRD TRIO,0,0,7,4963
2016/09/06,104 MUNDO E,11956026462,TMT MEGA FIGURA 11 CLASICA CON VILLANO,0,0,4,2636
2016/09/06,103 INSURGENTES,11956027870,DNG SET CON VIDA,0,0,6,3894
2016/09/06,103 INSURGENTES,11956020370,BGM HEDBANZ ACTUALO,0,0,15,5835
2016/09/06,102 SAN COSME,11956024268,PP VEHICULO DE LUJO CON SONIDO,0,0,1,699
2016/09/06,177 BERNARDO QUINTANA,11956020276,DWD MINI DRAGONES,0,0,5,695
2016/09/06,101 GALERÍAS QUERETARO,11956026199,PAW INX CAJITA MARSHALL,0,0,7,2023
2016/09/06,176 VIA VALLEJO,11956020370,BGM HEDBANZ ACTUALO,0,0,11,4279
2016/09/06,151 VILLA HERMOSA LAS AMERICAS,11956024269,PAW PELUCHE BASICO 8,1,309,0,0
2016/09/06,175 GALERIAS TOLUCA,11956023350,TMT CAPARAZON DE TORTUGAS,0,0,1,529
2016/09/06,174 GOURMETERIA,11956024350,DWD CHIMUELO GIGANTE 23,0,0,2,1658
2016/09/06,173 GALERIAS SERDAN,11956026202,PAW INX COCHE RUBBLE,0,0,2,698
2016/09/06,150 SAN LUIS,11956019182,HEDBANZ DISNEY,0,0,0,0
2016/09/06,172 GALERIAS MAZATLAN,11956026569,BGM VASOS LOCOS,0,0,5,2095
2016/09/06,149 LEÒN PLAZA MAYOR,11956023350,TMT CAPARAZON DE TORTUGAS,0,0,0,0
2016/09/06,171 TECAMACHALCO,11956027870,DNG SET CON VIDA,0,0,2,1298
2016/09/06,148 GRAN PLAZA MERIDA,11956026113,TMT MUTATIONS MASCOTA A TORTUGA NINJA,0,0,0,0
2016/09/06,170 METROPOLI PATRIOTISMO,11956028640,KNS BLD KINETIC BUILD SET DE JUEGO,0,0,3,1137
2016/09/06,147 MONTEJO,11956026593,PAW CACHORROS HEROES,0,0,7,1463
2016/09/06,169 GALERIAS CAMPECHE,11956033740,PAW CACHORROS TRANSFORMABLES JUMBO ASST,0,0,7,4053
2016/09/06,146 ALTABRISA TABASCO,11956026609,PAW CAMION PAW PATROLLER,0,0,4,8716
2016/09/06,169 GALERIAS CAMPECHE,11956022492,MINI PELUCHES DRAGON DE 8,0,0,7,1684
2016/09/06,145 XALAPA LAS ANIMAS,11956028021,PPG PYS MINI ACTION PLAYSET AST MML4PK,0,0,4,1636
2016/09/06,168 OAXACA,11956024607,DGB DIGIBIRD INDIVIDUAL,0,0,13,3367
2016/09/06,144 XALAPA LAS AMERICAS,11956028760,TMT MOVIE 2 FIGURAS 11,0,0,1,699
2016/09/06,167 TECNOLOGICO METEPEC,11956026462,TMT MEGA FIGURA 11 CLASICA CON VILLANO,0,0,2,1318
2016/09/06,144 XALAPA LAS AMERICAS,11956022292,HADA FLYING FAIRY,0,0,7,4804
2016/09/06,166 PLAZA CRYSTAL,11956027992,SFP FIG ACCION SONIDO,0,0,6,3114
2016/09/06,143 CORDOBA,11956024265,PAW FIGURA CACHORROS TRANSFORMABLES,0,0,12,2508
2016/09/06,165 SAN JUAN DEL RIO,11956031037,SFP SET MAX Y SNOWBALL VINIL,0,0,6,1854
2016/09/06,142 URUAPAN AGORA,11956025004,KNS KINETIC SAND TRIO,0,0,4,1956
2016/09/06,165 SAN JUAN DEL RIO,11956020580,TMT FIGURAS 6 FLINGERZ,0,0,3,1227
2016/09/06,141 LAS AMERICAS BOCA DEL RIO,11956026554,BGM MEMORIA PAW PATROL,0,0,1,209
2016/09/06,164 LEON SUR,11956024270,PAW FIGURA PILOTOS DE RES CATE,0,0,21,3339
2016/09/06,140 PALMAS,11956026759,SC KIT DE TELAS JUMBO,0,0,1,259
2016/09/06,163 ANTEA QUERETARO,11956026199,PAW INX CAJITA MARSHALL,0,0,3,867
2016/09/06,139 GALERIAS ATIZAPAN,11956028029,PPG 6 DELUXE DOLL AST MML 3PK,0,0,4,1796
2016/09/06,162 PLAZA TLALNEPANTLA,11956026269,DWD CHIMUELO CONTRA DRAGON CON ARMADURA,0,0,0,0
2016/09/06,139 GALERIAS ATIZAPAN,11956019459,TMNT FIGURAS DE 6  CON SONIDO,0,0,17,6953
2016/09/06,161 GALERIAS CELAYA,11956026554,BGM MEMORIA PAW PATROL,0,0,11,2299
2016/09/06,138 PLAZA VALLE ORIZABA,11956022492,MINI PELUCHES DRAGON DE 8,0,0,2,389
2016/09/06,160 GALERIAS ZACATECAS,11956027341,DGB DIGIBIRD 2 EN 1 STAND DE ARBOL,0,0,4,2196
2016/09/06,137 ANDARES GUADALAJARA,11956026199,PAW INX CAJITA MARSHALL,0,0,1,289
2016/09/06,159 PATRIA,11956027992,SFP FIG ACCION SONIDO,0,0,10,5190
2016/09/06,136 PLAZA NEZA CD. JARDIN,11956026759,SC KIT DE TELAS JUMBO,0,0,14,3626
2016/09/06,159 PATRIA,11956020276,DWD MINI DRAGONES,0,0,27,3753
2016/09/06,135 SAN JERONIMO,11956028574,AGB SPEEDSTERS,0,0,0,0
2016/09/06,158 RIO MAYO,11956024574,TMNT FIGURA DE 5 SOLO TORTUGAS,0,0,7,1673
2016/09/06,124 GALERIAS PACHUCA,11956024350,DWD CHIMUELO GIGANTE 23,0,0,8,6632
2016/09/06,134 POWER CENTER COACALCO,11956028699,PAW INX CAMION,0,0,2,1440
2016/09/06,157 TOWN CENTER ROSARIO,11956026202,PAW INX COCHE RUBBLE,0,0,0,0
2016/09/06,123 GALERIAS GUADALAJARA,11956026554,BGM MEMORIA PAW PATROL,0,0,0,0
2016/09/06,134 POWER CENTER COACALCO,11956020370,BGM HEDBANZ ACTUALO,0,0,10,3610
2016/09/06,156 TABASCO 2000,11956026555,BGM AVENTURAS PAW PATROL,0,0,2,518
2016/09/06,121 OUTLET PUEBLA,11956027341,DGB DIGIBIRD 2 EN 1 STAND DE ARBOL,0,0,6,3102
2016/09/06,133 ALTARIA AGUASCALIENTES,11956025002,KNS KINETIC SAND NEON 170 G,0,0,12,1788
2016/09/06,155 PEDREGAL,11956027992,SFP FIG ACCION SONIDO,0,0,3,1557
2016/09/06,121 OUTLET PUEBLA,11956020276,DWD MINI DRAGONES,0,0,11,1397
2016/09/06,132 LA CUSPIDE,11956026427,VEHICULO BASICO CON FIGURA,0,0,3,1317
2016/09/06,504 PRICE TOYS IZTAPALAPA,11956027389,PAW SET CACHORROS METALICOS,0,0,26,26676
2016/09/06,155 PEDREGAL,11956018010,BGM HEDBANZ NINOS,0,0,28,8652
2016/09/06,121 OUTLET PUEBLA,11956013245,ACCESORIOS PARA PINTAR,0,0,60,5891
2016/09/06,131 FORUM COATZACOALCOS,11956026759,SC KIT DE TELAS JUMBO,0,0,2,518
2016/09/06,501 CENTRO JUGUETERO,11956028699,PAW INX CAMION,0,0,12,9300
